MGP ID,Entrez Gene ID,Enzyme/Reactants,Gene name,Symbol
MGP006335,"113278 -
solute carrier family 52 (riboflavin transporter), member 3
SLC52A3",-,"solute carrier family 52 (riboflavin transporter), member 3",SLC52A3
MGP002861,"6523 -
solute carrier family 5 (sodium/glucose cotransporter), member 1
SLC5A1",-,"solute carrier family 5 (sodium/glucose cotransporter), member 1",SLC5A1
MGP006360,"115584 -
solute carrier family 5 (sodium/inositol cotransporter), member 11
SLC5A11",-,"solute carrier family 5 (sodium/inositol cotransporter), member 11",SLC5A11
MGP002862,"6524 -
solute carrier family 5 (sodium/glucose cotransporter), member 2
SLC5A2",-,"solute carrier family 5 (sodium/glucose cotransporter), member 2",SLC5A2
MGP002863,"6527 -
solute carrier family 5 (glucose activated ion channel), member 4
SLC5A4",-,"solute carrier family 5 (glucose activated ion channel), member 4",SLC5A4
MGP002864,"6528 -
solute carrier family 5 (sodium/iodide cotransporter), member 5
SLC5A5",-,"solute carrier family 5 (sodium/iodide cotransporter), member 5",SLC5A5
MGP005714,"60482 -
solute carrier family 5 (sodium/choline cotransporter), member 7
SLC5A7",-,"solute carrier family 5 (sodium/choline cotransporter), member 7",SLC5A7
MGP006678,"160728 -
solute carrier family 5 (sodium/monocarboxylate cotransporter), member 8
SLC5A8",-,"solute carrier family 5 (sodium/monocarboxylate cotransporter), member 8",SLC5A8
MGP006749,"200010 -
solute carrier family 5 (sodium/sugar cotransporter), member 9
SLC5A9",-,"solute carrier family 5 (sodium/sugar cotransporter), member 9",SLC5A9
MGP002865,"6529 -
solute carrier family 6 (neurotransmitter transporter), member 1
SLC6A1",-,"solute carrier family 6 (neurotransmitter transporter), member 1",SLC6A1
MGP002873,"6538 -
solute carrier family 6 (neurotransmitter transporter), member 11
SLC6A11",-,"solute carrier family 6 (neurotransmitter transporter), member 11",SLC6A11
MGP002874,"6539 -
solute carrier family 6 (neurotransmitter transporter), member 12
SLC6A12",-,"solute carrier family 6 (neurotransmitter transporter), member 12",SLC6A12
MGP002875,"6540 -
solute carrier family 6 (neurotransmitter transporter), member 13
SLC6A13",-,"solute carrier family 6 (neurotransmitter transporter), member 13",SLC6A13
MGP004493,"11254 -
solute carrier family 6 (amino acid transporter), member 14
SLC6A14",-,"solute carrier family 6 (amino acid transporter), member 14",SLC6A14
MGP005375,"55117 -
solute carrier family 6 (neutral amino acid transporter), member 15
SLC6A15",-,"solute carrier family 6 (neutral amino acid transporter), member 15",SLC6A15
MGP007050,"348932 -
solute carrier family 6 (neutral amino acid transporter), member 18
SLC6A18",-,"solute carrier family 6 (neutral amino acid transporter), member 18",SLC6A18
MGP007004,"340024 -
solute carrier family 6 (neutral amino acid transporter), member 19
SLC6A19",-,"solute carrier family 6 (neutral amino acid transporter), member 19",SLC6A19
MGP002866,"6530 -
solute carrier family 6 (neurotransmitter transporter), member 2
SLC6A2",-,"solute carrier family 6 (neurotransmitter transporter), member 2",SLC6A2
MGP005320,"54716 -
solute carrier family 6 (proline IMINO transporter), member 20
SLC6A20",-,"solute carrier family 6 (proline IMINO transporter), member 20",SLC6A20
MGP002867,"6531 -
solute carrier family 6 (neurotransmitter transporter), member 3
SLC6A3",-,"solute carrier family 6 (neurotransmitter transporter), member 3",SLC6A3
MGP002868,"6532 -
solute carrier family 6 (neurotransmitter transporter), member 4
SLC6A4",-,"solute carrier family 6 (neurotransmitter transporter), member 4",SLC6A4
MGP002869,"6533 -
solute carrier family 6 (neurotransmitter transporter), member 6
SLC6A6",-,"solute carrier family 6 (neurotransmitter transporter), member 6",SLC6A6
MGP002870,"6534 -
solute carrier family 6 (neurotransmitter transporter), member 7
SLC6A7",-,"solute carrier family 6 (neurotransmitter transporter), member 7",SLC6A7
MGP002871,"6535 -
solute carrier family 6 (neurotransmitter transporter), member 8
SLC6A8",-,"solute carrier family 6 (neurotransmitter transporter), member 8",SLC6A8
MGP002872,"6536 -
solute carrier family 6 (neurotransmitter transporter, glycine), member 9
SLC6A9",-,"solute carrier family 6 (neurotransmitter transporter, glycine), member 9",SLC6A9
MGP002876,"6541 -
solute carrier family 7 (cationic amino acid transporter, y+ system), member 1
SLC7A1",-,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1",SLC7A1
MGP005539,"56301 -
solute carrier family 7 (neutral amino acid transporter light chain, asc system), member 10
SLC7A10",-,"solute carrier family 7 (neutral amino acid transporter light chain, asc system), member 10",SLC7A10
MGP004733,"23657 -
solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11
SLC7A11",-,"solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11",SLC7A11
MGP002877,"6542 -
solute carrier family 7 (cationic amino acid transporter, y+ system), member 2
SLC7A2",-,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",SLC7A2
MGP006179,"84889 -
solute carrier family 7 (cationic amino acid transporter, y+ system), member 3
SLC7A3",-,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3",SLC7A3
MGP003461,"8140 -
solute carrier family 7 (amino acid transporter light chain, L system), member 5
SLC7A5",-,"solute carrier family 7 (amino acid transporter light chain, L system), member 5",SLC7A5
MGP003785,"9057 -
solute carrier family 7 (amino acid transporter light chain, y+L system), member 6
SLC7A6",-,"solute carrier family 7 (amino acid transporter light chain, y+L system), member 6",SLC7A6
MGP003784,"9056 -
solute carrier family 7 (amino acid transporter light chain, y+L system), member 7
SLC7A7",-,"solute carrier family 7 (amino acid transporter light chain, y+L system), member 7",SLC7A7
MGP004668,"23428 -
solute carrier family 7 (amino acid transporter light chain, L system), member 8
SLC7A8",-,"solute carrier family 7 (amino acid transporter light chain, L system), member 8",SLC7A8
MGP004461,"11136 -
solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9
SLC7A9",-,"solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9",SLC7A9
MGP002879,"6546 -
solute carrier family 8 (sodium/calcium exchanger), member 1
SLC8A1",-,"solute carrier family 8 (sodium/calcium exchanger), member 1",SLC8A1
MGP002878,"6543 -
solute carrier family 8 (sodium/calcium exchanger), member 2
SLC8A2",-,"solute carrier family 8 (sodium/calcium exchanger), member 2",SLC8A2
MGP002880,"6547 -
solute carrier family 8 (sodium/calcium exchanger), member 3
SLC8A3",-,"solute carrier family 8 (sodium/calcium exchanger), member 3",SLC8A3
MGP005953,"80024 -
solute carrier family 8 (sodium/lithium/calcium exchanger), member B1
SLC8B1",-,"solute carrier family 8 (sodium/lithium/calcium exchanger), member B1",SLC8B1
MGP002881,"6548 -
solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1
SLC9A1",-,"solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1",SLC9A1
MGP002882,"6549 -
solute carrier family 9, subfamily A (NHE2, cation proton antiporter 2), member 2
SLC9A2",-,"solute carrier family 9, subfamily A (NHE2, cation proton antiporter 2), member 2",SLC9A2
MGP002883,"6550 -
solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3
SLC9A3",-,"solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3",SLC9A3
MGP007091,"389015 -
solute carrier family 9, subfamily A (NHE4, cation proton antiporter 4), member 4
SLC9A4",-,"solute carrier family 9, subfamily A (NHE4, cation proton antiporter 4), member 4",SLC9A4
MGP002884,"6553 -
solute carrier family 9, subfamily A (NHE5, cation proton antiporter 5), member 5
SLC9A5",-,"solute carrier family 9, subfamily A (NHE5, cation proton antiporter 5), member 5",SLC9A5
MGP004259,"10479 -
solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6
SLC9A6",-,"solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6",SLC9A6
MGP006160,"84679 -
solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7
SLC9A7",-,"solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7",SLC9A7
MGP004634,"23315 -
solute carrier family 9, subfamily A (NHE8, cation proton antiporter 8), member 8
SLC9A8",-,"solute carrier family 9, subfamily A (NHE8, cation proton antiporter 8), member 8",SLC9A8
MGP006958,"285195 -
solute carrier family 9, subfamily A (NHE9, cation proton antiporter 9), member 9
SLC9A9",-,"solute carrier family 9, subfamily A (NHE9, cation proton antiporter 9), member 9",SLC9A9
MGP006643,"150159 -
solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1
SLC9B1",-,"solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1",SLC9B1
MGP006525,"133308 -
solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2
SLC9B2",-,"solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2",SLC9B2
MGP006963,"285335 -
solute carrier family 9, subfamily C (Na+-transporting carboxylic acid decarboxylase), member 1
SLC9C1",-,"solute carrier family 9, subfamily C (Na+-transporting carboxylic acid decarboxylase), member 1",SLC9C1
MGP006952,"284525 -
solute carrier family 9, member C2 (putative)
SLC9C2",-,"solute carrier family 9, member C2 (putative)",SLC9C2
MGP002907,"6579 -
solute carrier organic anion transporter family, member 1A2
SLCO1A2",-,"solute carrier organic anion transporter family, member 1A2",SLCO1A2
MGP004301,"10599 -
solute carrier organic anion transporter family, member 1B1
SLCO1B1",-,"solute carrier organic anion transporter family, member 1B1",SLCO1B1
MGP004970,"28234 -
solute carrier organic anion transporter family, member 1B3
SLCO1B3",-,"solute carrier organic anion transporter family, member 1B3",SLCO1B3
MGP005269,"53919 -
solute carrier organic anion transporter family, member 1C1
SLCO1C1",-,"solute carrier organic anion transporter family, member 1C1",SLCO1C1
MGP002906,"6578 -
solute carrier organic anion transporter family, member 2A1
SLCO2A1",-,"solute carrier organic anion transporter family, member 2A1",SLCO2A1
MGP004504,"11309 -
solute carrier organic anion transporter family, member 2B1
SLCO2B1",-,"solute carrier organic anion transporter family, member 2B1",SLCO2B1
MGP004969,"28231 -
solute carrier organic anion transporter family, member 4A1
SLCO4A1",-,"solute carrier organic anion transporter family, member 4A1",SLCO4A1
MGP007055,"353189 -
solute carrier organic anion transporter family, member 4C1
SLCO4C1",-,"solute carrier organic anion transporter family, member 4C1",SLCO4C1
MGP002913,"6585 -
slit homolog 1 (Drosophila)
SLIT1",-,slit homolog 1 (Drosophila),SLIT1
MGP003874,"9353 -
slit homolog 2 (Drosophila)
SLIT2",-,slit homolog 2 (Drosophila),SLIT2
MGP002914,"6586 -
slit homolog 3 (Drosophila)
SLIT3",-,slit homolog 3 (Drosophila),SLIT3
MGP001854,"4086 -
SMAD family member 1
SMAD1",-,SMAD family member 1,SMAD1
MGP001855,"4087 -
SMAD family member 2
SMAD2",-,SMAD family member 2,SMAD2
MGP001856,"4088 -
SMAD family member 3
SMAD3",-,SMAD family member 3,SMAD3
MGP001857,"4089 -
SMAD family member 4
SMAD4",-,SMAD family member 4,SMAD4
MGP001858,"4091 -
SMAD family member 6
SMAD6",-,SMAD family member 6,SMAD6
MGP001859,"4092 -
SMAD family member 7
SMAD7",-,SMAD family member 7,SMAD7
MGP001860,"4093 -
SMAD family member 9
SMAD9",-,SMAD family member 9,SMAD9
MGP002915,"6595 -
SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
SMARCA2",-,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",SMARCA2
MGP002916,"6597 -
SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
SMARCA4",-,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",SMARCA4
MGP003560,"8467 
3.6.4.-
SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
SMARCA5",3.6.4.-,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",SMARCA5
MGP002917,"6598 -
SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
SMARCB1",-,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",SMARCB1
MGP002918,"6601 -
SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2
SMARCC2",-,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2",SMARCC2
MGP002919,"6602 -
SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1
SMARCD1",-,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",SMARCD1
MGP002920,"6603 -
SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
SMARCD2",-,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",SMARCD2
MGP002921,"6604 -
SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3
SMARCD3",-,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3",SMARCD3
MGP002922,"6605 -
SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1
SMARCE1",-,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",SMARCE1
MGP003473,"8243 -
structural maintenance of chromosomes 1A
SMC1A",-,structural maintenance of chromosomes 1A,SMC1A
MGP004923,"27127 -
structural maintenance of chromosomes 1B
SMC1B",-,structural maintenance of chromosomes 1B,SMC1B
MGP004299,"10592 -
structural maintenance of chromosomes 2
SMC2",-,structural maintenance of chromosomes 2,SMC2
MGP003805,"9126 -
structural maintenance of chromosomes 3
SMC3",-,structural maintenance of chromosomes 3,SMC3
MGP004098,"10051 -
structural maintenance of chromosomes 4
SMC4",-,structural maintenance of chromosomes 4,SMC4
MGP004573,"23049 
2.7.11.1| Reactants
SMG1 phosphatidylinositol 3-kinase-related kinase
SMG1",2.7.11.1| Reactants,SMG1 phosphatidylinositol 3-kinase-related kinase,SMG1
MGP004649,"23381 -
SMG5 nonsense mediated mRNA decay factor
SMG5",-,SMG5 nonsense mediated mRNA decay factor,SMG5
MGP004627,"23293 
3.1.-.-
SMG6 nonsense mediated mRNA decay factor
SMG6",3.1.-.-,SMG6 nonsense mediated mRNA decay factor,SMG6
MGP004041,"9887 -
SMG7 nonsense mediated mRNA decay factor
SMG7",-,SMG7 nonsense mediated mRNA decay factor,SMG7
MGP005390,"55181 -
SMG8 nonsense mediated mRNA decay factor
SMG8",-,SMG8 nonsense mediated mRNA decay factor,SMG8
MGP005528,"56006 -
SMG9 nonsense mediated mRNA decay factor
SMG9",-,SMG9 nonsense mediated mRNA decay factor,SMG9
MGP002923,"6606 -
survival of motor neuron 1, telomeric
SMN1",-,"survival of motor neuron 1, telomeric",SMN1
MGP002924,"6607 -
survival of motor neuron 2, centromeric
SMN2",-,"survival of motor neuron 2, centromeric",SMN2
MGP002925,"6608 -
smoothened, frizzled class receptor
SMO",-,"smoothened, frizzled class receptor",SMO
MGP002926,"6609 
3.1.4.12| Reactants
sphingomyelin phosphodiesterase 1, acid lysosomal
SMPD1",3.1.4.12| Reactants,"sphingomyelin phosphodiesterase 1, acid lysosomal",SMPD1
MGP002927,"6610 
3.1.4.12| Reactants
sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase)
SMPD2",3.1.4.12| Reactants,"sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase)",SMPD2
MGP005435,"55512 
3.1.4.12| Reactants
sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)
SMPD3",3.1.4.12| Reactants,"sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)",SMPD3
MGP005454,"55627 
3.1.4.12| Reactants
sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3)
SMPD4",3.1.4.12| Reactants,"sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3)",SMPD4
MGP002928,"6611 
2.5.1.22| Reactants
spermine synthase
SMS",2.5.1.22| Reactants,spermine synthase,SMS
MGP004709,"23583 
3.2.2.-;
single-strand-selective monofunctional uracil-DNA glycosylase 1
SMUG1",3.2.2.-;,single-strand-selective monofunctional uracil-DNA glycosylase 1,SMUG1
MGP005605,"57154 
6.3.2.-
SMAD specific E3 ubiquitin protein ligase 1
SMURF1",6.3.2.-,SMAD specific E3 ubiquitin protein ligase 1,SMURF1
MGP005576,"56950 
2.1.1.-| Reactants
SET and MYND domain containing 2
SMYD2",2.1.1.-| Reactants,SET and MYND domain containing 2,SMYD2
MGP005787,"64754 
2.1.1.43| Reactants
SET and MYND domain containing 3
SMYD3",2.1.1.43| Reactants,SET and MYND domain containing 3,SMYD3
MGP003682,"8773 -
synaptosomal-associated protein, 23kDa
SNAP23",-,"synaptosomal-associated protein, 23kDa",SNAP23
MGP002931,"6616 -
synaptosomal-associated protein, 25kDa
SNAP25",-,"synaptosomal-associated protein, 25kDa",SNAP25
MGP002932,"6617 -
small nuclear RNA activating complex, polypeptide 1, 43kDa
SNAPC1",-,"small nuclear RNA activating complex, polypeptide 1, 43kDa",SNAPC1
MGP002933,"6618 -
small nuclear RNA activating complex, polypeptide 2, 45kDa
SNAPC2",-,"small nuclear RNA activating complex, polypeptide 2, 45kDa",SNAPC2
MGP002934,"6619 -
small nuclear RNA activating complex, polypeptide 3, 50kDa
SNAPC3",-,"small nuclear RNA activating complex, polypeptide 3, 50kDa",SNAPC3
MGP002935,"6621 -
small nuclear RNA activating complex, polypeptide 4, 190kDa
SNAPC4",-,"small nuclear RNA activating complex, polypeptide 4, 190kDa",SNAPC4
MGP004194,"10302 -
small nuclear RNA activating complex, polypeptide 5, 19kDa
SNAPC5",-,"small nuclear RNA activating complex, polypeptide 5, 19kDa",SNAPC5
MGP004705,"23557 -
SNAP-associated protein
SNAPIN",-,SNAP-associated protein,SNAPIN
MGP002936,"6622 -
synuclein, alpha (non A4 component of amyloid precursor)
SNCA",-,"synuclein, alpha (non A4 component of amyloid precursor)",SNCA
MGP004497,"11267 -
SNF8, ESCRT-II complex subunit
SNF8",-,"SNF8, ESCRT-II complex subunit",SNF8
MGP004567,"23020 
3.6.4.13
small nuclear ribonucleoprotein 200kDa (U5)
SNRNP200",3.6.4.13,small nuclear ribonucleoprotein 200kDa (U5),SNRNP200
MGP003887,"9410 -
small nuclear ribonucleoprotein 40kDa (U5)
SNRNP40",-,small nuclear ribonucleoprotein 40kDa (U5),SNRNP40
MGP002937,"6625 -
small nuclear ribonucleoprotein 70kDa (U1)
SNRNP70",-,small nuclear ribonucleoprotein 70kDa (U1),SNRNP70
MGP002938,"6626 -
small nuclear ribonucleoprotein polypeptide A
SNRPA",-,small nuclear ribonucleoprotein polypeptide A,SNRPA
MGP002939,"6632 -
small nuclear ribonucleoprotein D1 polypeptide 16kDa
SNRPD1",-,small nuclear ribonucleoprotein D1 polypeptide 16kDa,SNRPD1
MGP002940,"6633 -
small nuclear ribonucleoprotein D2 polypeptide 16.5kDa
SNRPD2",-,small nuclear ribonucleoprotein D2 polypeptide 16.5kDa,SNRPD2
MGP002941,"6634 -
small nuclear ribonucleoprotein D3 polypeptide 18kDa
SNRPD3",-,small nuclear ribonucleoprotein D3 polypeptide 18kDa,SNRPD3
MGP002942,"6635 -
small nuclear ribonucleoprotein polypeptide E
SNRPE",-,small nuclear ribonucleoprotein polypeptide E,SNRPE
MGP002943,"6636 -
small nuclear ribonucleoprotein polypeptide F
SNRPF",-,small nuclear ribonucleoprotein polypeptide F,SNRPF
MGP002944,"6637 -
small nuclear ribonucleoprotein polypeptide G
SNRPG",-,small nuclear ribonucleoprotein polypeptide G,SNRPG
MGP002945,"6640 -
syntrophin, alpha 1
SNTA1",-,"syntrophin, alpha 1",SNTA1
MGP002946,"6641 -
syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)
SNTB1",-,"syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)",SNTB1
MGP002948,"6645 -
syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)
SNTB2",-,"syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)",SNTB2
MGP004110,"10073 -
snurportin 1
SNUPN",-,snurportin 1,SNUPN
MGP004550,"22938 -
SNW domain containing 1
SNW1",-,SNW domain containing 1,SNW1
MGP002947,"6643 -
sorting nexin 2
SNX2",-,sorting nexin 2,SNX2
MGP003663,"8724 -
sorting nexin 3
SNX3",-,sorting nexin 3,SNX3
MGP004924,"27131 -
sorting nexin 5
SNX5",-,sorting nexin 5,SNX5
MGP005185,"51429 -
sorting nexin 9
SNX9",-,sorting nexin 9,SNX9
MGP002949,"6646 
2.3.1.26| Reactants
sterol O-acyltransferase 1
SOAT1",2.3.1.26| Reactants,sterol O-acyltransferase 1,SOAT1
MGP003632,"8651 -
suppressor of cytokine signaling 1
SOCS1",-,suppressor of cytokine signaling 1,SOCS1
MGP003712,"8835 -
suppressor of cytokine signaling 2
SOCS2",-,suppressor of cytokine signaling 2,SOCS2
MGP003770,"9021 -
suppressor of cytokine signaling 3
SOCS3",-,suppressor of cytokine signaling 3,SOCS3
MGP003853,"9306 -
suppressor of cytokine signaling 6
SOCS6",-,suppressor of cytokine signaling 6,SOCS6
MGP002950,"6647 
1.15.1.1| Reactants
superoxide dismutase 1, soluble
SOD1",1.15.1.1| Reactants,"superoxide dismutase 1, soluble",SOD1
MGP002951,"6648 
1.15.1.1| Reactants
superoxide dismutase 2, mitochondrial
SOD2",1.15.1.1| Reactants,"superoxide dismutase 2, mitochondrial",SOD2
MGP002952,"6649 
1.15.1.1| Reactants
superoxide dismutase 3, extracellular
SOD3",1.15.1.1| Reactants,"superoxide dismutase 3, extracellular",SOD3
MGP004294,"10580 -
sorbin and SH3 domain containing 1
SORBS1",-,sorbin and SH3 domain containing 1,SORBS1
MGP004155,"10174 -
sorbin and SH3 domain containing 3
SORBS3",-,sorbin and SH3 domain containing 3,SORBS3
MGP002953,"6652 
1.1.1.14| Reactants
sorbitol dehydrogenase
SORD",1.1.1.14| Reactants,sorbitol dehydrogenase,SORD
MGP002741,"6272 -
sortilin 1
SORT1",-,sortilin 1,SORT1
MGP002954,"6654 -
son of sevenless homolog 1 (Drosophila)
SOS1",-,son of sevenless homolog 1 (Drosophila),SOS1
MGP002955,"6655 -
son of sevenless homolog 2 (Drosophila)
SOS2",-,son of sevenless homolog 2 (Drosophila),SOS2
MGP005090,"50964 -
sclerostin
SOST",-,sclerostin,SOST
MGP002956,"6657 -
SRY (sex determining region Y)-box 2
SOX2",-,SRY (sex determining region Y)-box 2,SOX2
MGP002957,"6667 -
Sp1 transcription factor
SP1",-,Sp1 transcription factor,SP1
MGP002958,"6672 -
SP100 nuclear antigen
SP100",-,SP100 nuclear antigen,SP100
MGP003778,"9043 -
sperm associated antigen 9
SPAG9",-,sperm associated antigen 9,SPAG9
MGP002960,"6677 
3.2.1.35| Reactants
sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)
SPAM1",3.2.1.35| Reactants,"sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)",SPAM1
MGP002961,"6678 -
secreted protein, acidic, cysteine-rich (osteonectin)
SPARC",-,"secreted protein, acidic, cysteine-rich (osteonectin)",SPARC
MGP006623,"147841 -
SPC24, NDC80 kinetochore complex component
SPC24",-,"SPC24, NDC80 kinetochore complex component",SPC24
MGP005624,"57405 -
SPC25, NDC80 kinetochore complex component
SPC25",-,"SPC25, NDC80 kinetochore complex component",SPC25
MGP004977,"28972 
3.4.-.-
signal peptidase complex subunit 1 homolog (S. cerevisiae)
SPCS1",3.4.-.-,signal peptidase complex subunit 1 homolog (S. cerevisiae),SPCS1
MGP004009,"9789 
3.4.-.-
signal peptidase complex subunit 2 homolog (S. cerevisiae)
SPCS2",3.4.-.-,signal peptidase complex subunit 2 homolog (S. cerevisiae),SPCS2
MGP005720,"60559 
3.4.-.-
signal peptidase complex subunit 3 homolog (S. cerevisiae)
SPCS3",3.4.-.-,signal peptidase complex subunit 3 homolog (S. cerevisiae),SPCS3
MGP005345,"54908 -
spindle apparatus coiled-coil protein 1
SPDL1",-,spindle apparatus coiled-coil protein 1,SPDL1
MGP003728,"8877 -
sphingosine kinase 1
SPHK1",-,sphingosine kinase 1,SPHK1
MGP005560,"56848 
2.7.1.91;| Reactants
sphingosine kinase 2
SPHK2",2.7.1.91;| Reactants,sphingosine kinase 2,SPHK2
MGP002962,"6693 -
sialophorin
SPN",-,sialophorin,SPN
MGP004724,"23626 -
SPO11 meiotic protein covalently bound to DSB
SPO11",-,SPO11 meiotic protein covalently bound to DSB,SPO11
MGP004233,"10418 -
spondin 1, extracellular matrix protein
SPON1",-,"spondin 1, extracellular matrix protein",SPON1
MGP004232,"10417 -
spondin 2, extracellular matrix protein
SPON2",-,"spondin 2, extracellular matrix protein",SPON2
MGP003546,"8405 -
speckle-type POZ protein
SPOP",-,speckle-type POZ protein,SPOP
MGP007003,"339745 -
speckle-type POZ protein-like
SPOPL",-,speckle-type POZ protein-like,SPOPL
MGP002963,"6696 -
secreted phosphoprotein 1
SPP1",-,secreted phosphoprotein 1,SPP1
MGP002964,"6697 
1.1.1.153;| Reactants
sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)
SPR",1.1.1.153;| Reactants,"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)",SPR
MGP004178,"10252 -
sprouty homolog 1, antagonist of FGF signaling (Drosophila)
SPRY1",-,"sprouty homolog 1, antagonist of FGF signaling (Drosophila)",SPRY1
MGP004179,"10253 -
sprouty homolog 2 (Drosophila)
SPRY2",-,sprouty homolog 2 (Drosophila),SPRY2
MGP005971,"80176 -
splA/ryanodine receptor domain and SOCS box containing 1
SPSB1",-,splA/ryanodine receptor domain and SOCS box containing 1,SPSB1
MGP006166,"84727 -
splA/ryanodine receptor domain and SOCS box containing 2
SPSB2",-,splA/ryanodine receptor domain and SOCS box containing 2,SPSB2
MGP006281,"92369 -
splA/ryanodine receptor domain and SOCS box containing 4
SPSB4",-,splA/ryanodine receptor domain and SOCS box containing 4,SPSB4
MGP002965,"6708 -
spectrin, alpha, erythrocytic 1
SPTA1",-,"spectrin, alpha, erythrocytic 1",SPTA1
MGP002966,"6709 -
spectrin, alpha, non-erythrocytic 1
SPTAN1",-,"spectrin, alpha, non-erythrocytic 1",SPTAN1
MGP002967,"6710 -
spectrin, beta, erythrocytic
SPTB",-,"spectrin, beta, erythrocytic",SPTB
MGP002968,"6711 -
spectrin, beta, non-erythrocytic 1
SPTBN1",-,"spectrin, beta, non-erythrocytic 1",SPTBN1
MGP002969,"6712 -
spectrin, beta, non-erythrocytic 2
SPTBN2",-,"spectrin, beta, non-erythrocytic 2",SPTBN2
MGP005673,"57731 -
spectrin, beta, non-erythrocytic 4
SPTBN4",-,"spectrin, beta, non-erythrocytic 4",SPTBN4
MGP005166,"51332 -
spectrin, beta, non-erythrocytic 5
SPTBN5",-,"spectrin, beta, non-erythrocytic 5",SPTBN5
MGP004284,"10558 
2.3.1.50| Reactants
serine palmitoyltransferase, long chain base subunit 1
SPTLC1",2.3.1.50| Reactants,"serine palmitoyltransferase, long chain base subunit 1",SPTLC1
MGP003933,"9517 
2.3.1.50| Reactants
serine palmitoyltransferase, long chain base subunit 2
SPTLC2",2.3.1.50| Reactants,"serine palmitoyltransferase, long chain base subunit 2",SPTLC2
MGP002970,"6713 
1.14.13.132| Reactants
squalene epoxidase
SQLE",1.14.13.132| Reactants,squalene epoxidase,SQLE
MGP005688,"58472 
1.8.5.-| Reactants
sulfide quinone reductase-like (yeast)
SQRDL",1.8.5.-| Reactants,sulfide quinone reductase-like (yeast),SQRDL
MGP003729,"8878 -
sequestosome 1
SQSTM1",-,sequestosome 1,SQSTM1
